CGPA,GRE_Score,TOEFL_Score,Research_Papers,Mini_Projects,Internships
8.91602867216395,308,89,3,5,3
9.085081386743783,262,94,0,3,0
6.296178606936362,304,96,2,3,2
7.433862914177091,273,119,1,2,1
6.463476238100519,289,97,2,2,1
9.452413703502375,327,88,3,5,2
8.493192507310232,277,104,0,3,3
7.323592099410597,321,119,3,1,1
6.254233401144095,296,93,0,4,0
7.243929286862649,284,104,4,3,2
7.300733288106988,307,101,1,3,0
8.918424713352255,324,109,4,2,2
8.550229885420853,312,99,4,4,1
9.548850970305306,338,100,3,5,3
7.888859700647798,332,111,1,3,2
6.478376983753207,274,100,0,5,2
8.85297914889198,308,114,0,3,0
9.04314019446759,327,111,2,5,1
8.245108790277985,271,109,0,4,0
9.083868719818245,318,118,3,2,1
7.975182385457563,296,91,4,4,0
8.090931317527977,320,97,4,1,2
7.710164073434198,302,100,4,2,0
6.10167650697638,329,92,1,4,3
6.431565707973218,298,100,0,1,1
6.125716742746937,315,87,3,3,1
8.545641645055122,322,119,1,3,2
7.257423924305307,305,86,2,5,1
8.034282764658812,270,102,3,2,3
9.630265895704373,321,111,3,3,0
6.9971689165955,336,90,3,2,2
7.641531692142519,284,101,4,3,3
9.022204554172195,330,101,3,5,1
6.91519266196649,311,104,0,4,1
6.3079196393151715,263,101,3,5,3
7.1590058116550725,318,107,4,1,0
6.644885149016018,331,108,3,3,0
9.718790609370291,279,92,2,1,2
9.232481518257668,322,97,2,1,1
8.533615026041694,313,81,4,2,3
9.48584236075087,333,108,0,3,0
9.214688307596457,316,100,0,1,2
6.746280235544143,300,94,1,4,1
9.570235993959912,262,106,4,1,1
8.157368967662602,265,110,3,4,2
9.22976062065625,264,94,4,2,2
9.584365199693973,264,102,1,1,0
7.2720138998874555,313,103,4,5,3
6.440207698110707,306,92,4,2,1
6.911740650167767,308,101,1,4,3
7.708431154505025,268,116,0,2,1
9.272059063689973,279,112,3,1,1
9.442922333025374,320,82,1,3,3
6.027808522124763,294,98,2,3,2
8.042989210310264,309,102,0,4,0
7.669644012595116,321,108,2,4,1
6.888431241882921,276,109,0,3,2
6.479461469334732,262,118,3,4,1
7.350460685614512,291,104,3,2,0
9.771638815650077,272,116,4,5,1
7.292811728083021,332,87,2,5,0
8.075162486973465,327,95,0,2,0
8.81207583558071,273,87,3,5,1
7.454518409517176,270,80,1,1,1
9.887128330883844,315,84,3,2,0
9.849789179768445,326,82,1,4,2
7.007129183301457,288,80,0,2,3
7.988994023569542,268,83,3,3,0
7.203513239267078,326,119,3,4,1
7.1393619775098704,284,114,0,3,1
6.147547789418131,335,111,3,4,2
8.438257335919587,301,113,1,5,3
8.010716092915446,268,104,3,2,0
6.205915004999957,338,89,2,1,0
7.114585856946446,299,100,4,4,3
9.633063543866616,284,118,1,4,0
6.958247562667889,264,106,2,3,3
6.579579488364892,270,106,0,5,1
7.9578110411102525,318,81,1,3,3
9.942601816442403,338,92,4,3,0
6.968221086046002,297,88,4,5,3
8.688542189623515,331,115,0,1,2
9.04647846131487,264,101,0,3,1
6.950550175969599,307,105,1,3,1
8.912865394447438,277,91,3,4,3
7.4711325308770125,329,96,0,5,0
8.529223322374317,296,93,3,2,2
8.53411884304358,319,93,2,1,1
8.143098736299034,307,113,4,1,1
6.361159080217633,336,99,3,5,0
9.341209982356952,287,90,4,4,0
7.283120259886943,328,95,3,4,2
6.746074041599417,336,110,2,5,3
6.163100566219056,299,85,0,4,0
8.363571772752968,304,98,2,1,3
8.71025744736913,321,116,0,1,2
6.066351315711424,317,83,0,2,3
8.048372233197124,326,83,4,5,1
6.905983100791752,315,99,2,3,3
8.5806911616378,299,89,3,3,2
6.697465716019966,299,103,2,2,2
8.763750952409865,336,114,4,2,2
7.54694138520215,292,105,0,4,3
9.746919954946938,265,116,4,2,1
6.550083776583973,278,117,1,2,0
7.364265404201034,339,100,1,3,1
6.453894084962356,299,119,3,4,3
9.698774473114252,318,118,4,2,3
9.509357413523924,318,100,3,2,0
7.031766510860622,307,89,3,4,3
8.639936184136715,300,117,1,5,2
9.268888800804863,272,83,3,4,2
8.22080324639785,304,99,1,3,2
8.118602313424025,312,96,0,5,2
6.967409163601807,301,86,4,1,2
6.372411071223597,322,83,3,4,3
9.588863031813307,286,108,1,3,0
9.601672228653321,297,93,2,5,0
8.532405829093072,319,82,3,4,2
7.356119164194803,266,103,0,2,3
7.396838298450644,264,116,0,4,1
8.903822715480958,304,95,2,1,1
9.58844103981031,317,83,1,4,3
9.54834569706047,290,103,3,5,2
9.119502183430495,282,113,1,5,0
8.56812658461715,301,109,0,4,3
6.336559859980195,269,97,1,5,1
6.646514856378455,291,98,0,2,1
9.594216754108317,312,110,1,4,1
8.42571623863836,289,98,2,2,2
6.036788206466518,298,98,4,2,1
6.405886171464129,290,101,2,3,3
8.654007076432222,261,103,2,4,3
6.020246335384875,337,91,4,5,1
6.643232205669994,336,109,4,2,3
8.194935157466345,271,117,3,3,1
8.767580790770772,298,110,3,4,1
8.607845038010403,325,115,2,4,0
6.89707723784224,272,98,2,1,2
8.848716885390143,305,115,0,1,2
6.9489963499872,286,109,0,2,0
7.301598792637071,276,112,3,1,0
8.985965620472097,319,97,3,2,2
8.59853159618886,323,107,0,5,1
9.396893641976712,294,90,0,2,1
8.630451569201373,329,112,1,1,2
8.273234413341886,289,96,1,5,1
6.37469907131237,330,85,0,1,0
7.4708632122377345,333,83,1,2,1
7.060809470726902,322,99,4,3,1
6.975958573516334,287,106,3,4,3
9.892042219009783,319,94,3,1,3
7.572390898667042,338,85,0,2,3
9.568186220708453,296,93,2,5,1
8.524554503989052,281,90,0,1,2
9.179245214166594,327,118,1,1,0
8.010548372420768,279,88,2,4,1
8.307615538505436,327,105,1,2,2
7.970070775275456,323,95,4,3,1
6.780971951192178,276,84,1,5,0
8.889808461046021,271,89,4,2,1
7.123089449763423,281,82,4,5,0
6.097263865725815,276,92,1,1,1
8.581889183628672,269,109,1,4,0
6.708442717628196,324,85,4,4,1
9.761834337411656,281,96,2,3,0
9.81571430801035,309,98,4,4,3
9.659457560881794,273,114,3,1,1
7.480634801021777,323,105,4,3,1
6.06182646611547,306,84,2,2,2
9.713274250350901,288,108,3,4,2
7.712736593269257,335,116,0,3,0
9.866619276174678,295,99,0,1,1
9.85447990835701,311,100,2,5,0
9.41203782186944,335,89,4,5,3
7.177795568278343,266,84,1,1,2
7.540390914407701,288,115,2,1,0
9.404546686067427,270,85,3,5,0
7.26768802062511,292,105,3,3,2
6.67797098674437,265,83,0,5,1
8.227205049833401,338,118,3,1,0
9.744619096643124,291,118,2,4,2
8.784119186699892,310,114,3,2,1
8.280244680357459,334,80,2,4,3
6.388705975083074,317,103,1,4,2
8.46002890679668,285,115,0,1,0
9.960215400417052,305,85,3,5,3
6.560336060946096,288,110,2,3,1
8.073318609454947,263,99,4,4,1
9.509492287711822,272,103,0,5,2
8.963074471016817,298,104,1,3,2
8.788062963981073,274,115,2,4,2
8.809936335948438,288,100,1,3,1
7.437964604879021,288,109,1,5,3
7.1743673770579734,334,103,3,2,1
9.237444621914054,291,109,3,5,0
9.240453578716723,261,101,2,1,1
9.468289274320416,306,107,4,3,0
9.652962210225885,337,86,2,2,3
8.045369595443752,281,114,4,3,2
8.006065178748798,334,107,1,3,2
9.1931807158671,286,93,0,4,1
8.59985572311106,326,89,2,1,2
8.807867509030814,315,95,2,3,3
9.183170677744403,280,95,4,5,2
9.560021367270265,306,110,1,5,1
7.351980627406143,339,104,1,4,3
7.502331810559776,318,92,4,1,0
6.375927759363476,265,85,1,1,1
8.313120563984697,278,88,3,5,0
6.143769095186968,316,115,0,2,3
7.862392072529841,328,99,2,4,1
8.170578538830306,262,97,0,4,1
7.146165008513138,260,100,2,5,3
8.363333042276043,317,83,3,5,2
6.122000999756198,297,112,1,2,1
6.149392754996858,274,106,4,2,1
9.290402242638633,293,86,3,1,0
7.440762565645052,320,85,0,4,2
6.508242050607539,294,94,4,4,0
8.088973040219217,323,97,1,5,0
9.079974212394443,284,111,3,1,2
6.863284109987372,283,90,4,4,2
8.491561903276,271,99,3,1,3
6.341389859975072,277,103,3,1,2
6.206726884674431,274,94,1,5,1
8.125418526272592,339,86,2,1,2
8.162540486440426,286,100,4,2,3
8.549719605992827,331,105,1,2,3
8.904365334890645,319,93,3,3,3
9.903408317850138,305,116,1,5,2
8.06520139320478,276,100,2,3,2
7.291825891764984,312,97,4,2,0
9.180744779074814,267,84,2,3,0
7.083329005048297,338,82,0,5,1
7.755885682822544,286,102,4,5,0
6.313825525369063,305,105,2,1,1
6.1014029736618305,309,116,3,4,3
9.8505936587117,330,103,4,1,0
9.343920482048823,262,98,4,5,2
8.783896824374793,323,104,1,2,0
7.6358117776570795,303,100,3,2,1
6.693177280283383,312,91,0,1,0
6.625748170684345,283,112,2,5,3
7.000971592658381,319,83,1,2,2
8.196906658824481,262,86,2,5,1
8.858383690800249,279,101,0,2,2
8.640789506870926,305,112,0,5,2
7.119735587783771,274,96,4,3,1
9.819461122652775,284,103,0,5,2
8.951587666783073,337,113,2,5,2
8.217416210045602,330,107,3,1,0
8.446882984937409,276,118,3,3,2
7.67840024971116,268,101,4,4,2
6.99092395800463,297,96,2,1,2
7.423890714605046,307,113,2,4,2
9.031384441857476,319,85,0,2,1
6.0575739545190235,322,85,2,4,3
6.464290562027665,261,113,1,5,0
6.184010568087011,331,80,0,4,2
6.16291520927588,270,89,1,1,2
9.42184233604403,323,100,4,1,1
8.814631437520095,336,84,3,4,3
7.896695316349301,331,81,4,1,2
6.391336642604006,280,101,3,1,1
7.966463500467329,277,81,4,4,0
7.893887083122262,323,89,2,3,0
6.692807479640061,297,113,1,3,2
7.735406596951892,291,95,3,2,2
7.594018937589494,270,118,0,1,3
8.463400392208866,304,101,1,4,3
8.540374603470575,292,91,0,1,2
6.181216039088178,300,103,1,5,1
7.498450458505885,267,119,1,1,3
8.503439662856945,270,117,4,1,2
8.01254503432035,310,89,3,3,3
9.42595936475329,300,114,3,4,2
8.63477452647578,276,111,1,1,0
6.651737708325719,335,86,2,3,2
6.282274989601719,305,100,2,2,0
8.569677112825262,291,99,0,3,3
6.106045242166488,338,105,0,3,2
8.343102325093852,339,83,4,3,3
9.76092096569983,313,101,1,1,0
8.301896711503517,279,94,0,1,2
7.552679704826088,292,119,0,2,3
8.573152873769413,333,100,1,5,0
7.8330115619660665,299,94,4,5,3
8.18246715726374,291,101,0,5,1
9.7658592351061,261,107,4,2,0
7.544410551203097,292,93,3,5,0
9.844762255295656,336,106,4,5,0
9.621402567824255,289,119,2,3,2
6.783164539157186,292,107,2,1,2
6.277445203500662,336,105,4,1,2
6.403112005509707,285,81,2,3,1
6.072887302606199,281,104,3,3,1
6.377771843023714,325,82,1,3,0
8.732027093665428,297,87,2,1,1
6.2847545938409155,305,112,2,5,3
7.275902521175045,274,114,4,3,0
9.379501243877819,303,85,3,2,0
6.093087742943304,308,118,1,3,3
9.257873930355743,334,102,4,4,0
7.1274190990936,320,104,4,3,1
6.472659310486625,326,98,3,1,2
8.786948661456602,265,84,1,3,3
8.515771387119536,268,90,3,4,1
9.509888054108211,265,91,1,2,3
8.940284175215544,332,89,3,5,3
9.213923721539395,291,87,4,3,0
7.128138290285226,300,103,4,4,0
6.709758175118891,335,107,0,4,1
9.002459006563434,267,115,2,2,3
9.227338957069056,331,116,3,1,0
9.962020568002693,309,100,0,3,0
7.650470707645706,321,87,2,4,3
7.488072343171133,321,88,3,2,1
9.105651842967987,266,94,1,5,1
7.363214161012071,334,119,2,4,3
9.72302930241426,339,97,4,2,1
9.433651007372047,263,99,0,1,0
7.715976109500073,265,85,2,1,3
9.00348427116599,317,91,2,4,0
9.018171496338729,281,81,4,4,2
6.41249547534373,285,86,3,3,2
9.610211626718266,262,95,1,2,1
8.021009489791428,300,82,4,4,2
9.305829864430967,319,82,1,3,0
7.280198404122447,273,106,3,3,2
9.582092913984802,334,119,2,4,0
7.556806714936652,271,117,1,1,1
6.043350605921193,271,112,0,2,1
9.621527905677056,272,107,0,2,0
6.365146707144534,284,80,4,1,2
7.2772545503616595,304,87,3,4,1
9.80024786820322,278,116,4,2,3
9.802428587750224,314,111,4,4,1
8.293751552493145,304,116,4,4,2
8.527348848679196,267,83,0,3,3
7.793782087913279,312,109,0,1,2
7.172843086792258,314,85,4,4,0
7.314658181479664,291,98,0,5,3
8.690073824308154,310,111,3,1,2
9.00949811775072,303,88,4,2,3
9.166316174903393,329,91,0,3,2
9.158472571178216,277,90,1,2,3
6.3648244121947615,281,95,4,2,2
7.977681218810326,296,80,4,1,0
6.230235040066577,315,100,3,2,3
8.198115529294942,318,109,2,4,3
7.766122005493508,262,92,2,2,3
9.5508167310332,287,113,3,3,3
7.403660050208314,333,83,3,3,0
6.468268065710424,294,107,3,5,3
6.571966728211343,320,117,2,3,1
9.04604252686989,313,110,3,2,0
8.472872253265045,322,106,0,3,1
6.404490704491161,338,84,4,1,3
6.33642722445999,266,104,4,3,2
8.803876525836479,335,82,1,4,1
6.291052025456774,308,112,1,1,3
9.287440237161425,290,83,4,5,1
8.824968908625985,317,104,0,4,3
6.325395122567599,320,99,2,2,3
6.339350856340768,283,113,2,2,3
9.946558314004701,279,105,0,2,2
7.497083183024481,296,84,2,4,1
7.482568588267563,263,114,3,4,0
9.25119826903001,279,107,4,4,0
9.788994309535434,319,108,4,1,0
9.944004255291484,283,88,0,1,0
9.013512741035766,309,117,2,2,3
7.5050383421236635,308,85,1,3,1
6.334002866794675,310,98,1,2,1
9.108587663709747,295,90,2,5,2
8.23361699894322,325,81,1,1,1
7.696888036987906,338,88,0,4,1
9.625417540378944,293,100,0,1,1
6.444789929224605,295,103,2,4,2
7.970500417163437,265,113,1,5,0
6.045414579069677,298,101,0,5,1
7.874642567976505,301,82,0,1,2
6.225213102727349,317,91,3,4,2
6.475271665072288,271,107,3,5,3
6.470104987108419,262,109,0,2,2
8.596841208464255,277,105,2,2,0
8.984179517061694,299,100,4,4,1
8.333475060388638,280,107,4,1,2
9.848690193898168,274,105,0,5,0
7.499482318094817,285,112,0,1,2
7.142848345127443,267,100,0,2,2
9.474396512757842,301,114,2,5,2
6.89438335407781,303,113,3,1,2
9.852890157762445,273,97,0,3,2
6.048617898759265,337,90,0,4,0
9.879515306830555,261,102,1,4,1
6.1726396478023045,296,101,2,3,1
9.564572454792284,328,96,0,2,1
8.1108044363452,297,84,1,5,1
9.971859184477202,300,90,4,4,0
6.2951862589415954,321,109,0,3,3
8.215417137605282,319,94,0,3,3
9.877210142476397,273,106,1,2,0
8.092391376680595,261,114,2,2,0
8.51759455254105,329,112,0,1,2
8.782994755938468,276,99,4,4,2
7.818164259071093,287,95,0,1,2
8.510232320336254,325,113,4,3,1
8.337257247692401,294,81,3,5,2
9.604632041963956,264,114,3,5,3
6.181785521365832,324,119,4,2,1
7.123852758368921,299,107,2,5,2
9.801645936306235,335,118,0,5,1
9.561055135563665,315,85,0,5,3
7.822627011142852,295,88,3,3,2
8.480530391206146,304,99,4,5,3
7.10952473192453,282,80,0,5,3
6.752484638895045,306,87,0,5,3
7.854793619759929,290,102,2,1,2
7.413408912104211,270,82,1,3,0
8.334624447403488,269,83,3,2,2
6.310938547859939,326,104,3,1,3
9.897579230664666,273,117,1,4,2
9.944842977918412,339,94,0,3,3
8.792646856078981,333,100,2,3,0
8.144385465376482,269,114,2,4,1
7.238110465145311,335,93,3,4,0
9.255180078827795,260,115,2,4,0
8.738924690215518,264,91,1,2,1
6.650467757379565,279,96,0,5,2
9.64370873797537,267,118,1,3,1
9.290148971692677,302,88,4,5,2
9.799199653167696,335,114,3,5,2
8.90287803355344,260,92,2,4,3
8.45366078374316,316,94,4,2,3
7.6729721451624755,323,97,2,1,1
9.730913933416053,287,112,0,2,0
9.464255558001634,296,85,0,5,1
6.180874680424758,306,106,0,2,2
6.1054678979890085,335,102,2,4,3
7.505853467512198,296,106,4,1,1
9.24221332312733,308,113,0,4,1
9.949104517259778,303,117,4,1,3
6.601667564414113,315,93,2,5,3
8.37652286140854,287,115,4,1,3
7.5235634265240865,338,87,2,1,2
9.879657591258413,265,114,2,1,3
9.368475692542834,320,98,3,2,0
9.353314818844552,279,109,2,2,1
7.874772639179881,337,93,2,5,3
7.659278009350661,261,99,1,1,3
7.093628287722825,332,104,0,3,2
6.2255019866037085,296,119,3,5,2
9.458889505020213,279,103,3,1,1
9.25160403652031,285,93,3,1,0
9.998870693144521,288,105,1,2,1
9.986547348295622,260,117,2,5,3
8.22172682241051,294,102,0,1,0
9.075949660722042,329,101,4,1,0
9.779062919529713,318,98,2,5,0
9.398589562709645,328,82,1,3,0
6.98939240697279,292,98,2,5,1
7.8021765412403745,310,88,2,5,2
6.51663766060598,337,107,1,3,2
9.816204109034889,271,99,3,5,3
8.42469853780352,279,86,3,1,2
6.914571222013851,312,93,0,5,2
8.686802737623427,302,88,0,3,2
8.472512961831583,309,98,3,4,2
7.4326508721313616,288,93,4,5,3
6.454230368798516,316,117,2,2,1
8.686292782371199,298,115,4,1,0
8.081230803615174,315,119,2,1,2
9.089273566942557,302,96,3,2,1
8.080654004447974,309,109,0,2,2
9.408726001274161,282,88,0,5,2
8.207627355097943,303,112,4,2,0
8.243751886141546,297,104,0,4,0
9.50661441063338,282,93,3,3,0
7.613931464849588,304,90,4,2,2
6.536060913802563,311,114,2,2,2
6.115130705253356,339,93,0,4,2
9.020549022694476,309,109,1,1,0
8.48123820541386,267,83,0,1,3
8.816319072396894,260,83,2,5,1
6.8518566460356425,267,107,4,4,3
6.545485902347079,288,87,2,3,2
6.058178662671528,264,81,1,3,2
7.402350235226388,306,101,3,4,3
8.359670747418532,293,95,0,3,2
7.568976180398929,324,108,4,1,1
7.749899688094916,314,109,3,3,2
9.616634777974994,302,91,2,3,1
7.393021868093202,333,114,4,4,3
8.055957956639244,289,90,3,4,3
9.134612050964572,276,100,4,3,2
7.586171129285081,285,100,1,2,1
8.488346800911494,267,84,1,4,2
9.44945483498698,306,99,0,5,0
9.798082494630568,335,116,0,5,0
6.588293923716152,331,82,1,1,0
9.706350500645978,305,112,4,3,0
7.968465172318153,327,88,1,2,2
7.032977553195833,292,88,0,1,0
7.836543024953045,260,83,1,3,1
9.920130301141908,278,114,1,4,3
7.970472375971479,290,96,4,5,3
7.315006441150032,339,113,3,2,0
8.533603417266903,273,103,0,5,0
6.960582475112773,312,111,4,4,0
6.303453312434655,307,80,1,3,2
6.515518887642597,328,87,1,4,3
6.512183355831089,321,102,3,4,0
6.607610774049178,325,119,0,5,1
6.5553086905976405,323,91,0,2,0
8.56349897921286,329,91,2,4,3
6.727520337596579,322,94,0,5,0
7.382669133295453,332,98,3,2,3
9.587153639624047,292,105,2,3,0
7.895846561051489,300,108,2,3,1
8.670230954084108,307,101,1,1,0
6.689279484806519,272,119,1,5,1
6.769156075234683,332,100,0,2,1
6.1634744650659155,336,117,2,4,0
6.675740252288659,290,99,1,3,1
7.1143613561278345,334,108,3,2,2
6.708041937106987,327,83,1,5,0
6.354810135028222,263,86,1,1,0
6.482543484402403,278,107,2,3,1
7.843115072130903,329,107,2,2,1
6.82533487362317,272,83,4,2,0
7.457079444192302,282,101,3,2,2
8.013669083419428,334,91,2,5,1
8.761579314517462,260,82,0,5,1
6.157248559364396,313,101,3,5,3
9.19764159563617,330,81,3,4,2
8.511601557963631,274,103,2,2,2
6.327036127795488,324,113,3,3,0
9.494314496427108,335,106,2,5,2
9.683489602127253,330,80,1,5,0
6.244311839419455,274,87,4,2,3
7.107510592588815,280,102,1,5,2
9.224805119172245,278,117,2,4,1
8.993038761534633,319,85,2,4,3
6.738084077425509,292,101,1,5,0
6.837397293346841,308,104,0,2,3
7.481888411165528,294,97,0,2,0
7.938091940764085,303,96,0,2,3
8.473019086121184,270,91,2,1,0
7.475654558279089,331,85,3,5,2
7.850138864532592,337,105,2,2,1
8.989883752535025,333,106,3,4,0
6.146732811562392,325,87,1,3,3
7.009747777376083,305,98,4,3,0
8.85339834353821,268,80,3,2,0
9.580827350748798,262,108,0,3,0
8.046709768462664,285,114,2,3,3
8.128453941061263,331,119,1,1,1
6.428688045359104,307,93,0,4,2
7.789649467293819,325,114,1,4,1
8.130469065820092,329,99,4,1,0
6.969882014538919,287,92,2,1,3
7.076972923797523,285,117,2,3,1
7.509136652418491,284,87,4,5,0
6.0802847911109055,271,99,2,3,2
7.288316662332713,264,112,3,1,2
6.845792027986178,307,105,1,4,2
7.309989408711658,296,118,0,3,0
6.479048527277005,338,100,4,5,3
9.56210912295958,303,88,3,3,1
8.374369814216195,274,103,0,2,2
8.71640927657796,302,116,0,3,0
9.156684954429354,307,96,4,1,0
7.993768795716229,329,103,3,4,1
6.347681152349695,305,100,0,4,2
8.148426167274192,302,118,0,1,0
8.347364472083516,280,118,3,2,1
8.98175789673732,282,92,2,1,3
7.726638184918718,339,90,0,3,3
6.510321211182255,306,98,1,1,3
7.135103623194897,274,90,3,1,2
7.45232918559454,284,92,0,2,1
8.583668965326405,295,80,4,3,1
8.283113218675648,334,119,1,5,0
7.424386903591385,310,98,0,5,0
9.94606099517192,274,91,1,4,0
8.423099277427548,327,87,1,1,1
6.948907166943978,280,87,2,4,0
6.407129890481615,272,91,1,2,1
6.611436556737328,278,112,2,5,1
6.983830913538032,293,105,3,1,3
6.642725493038222,337,118,2,2,0
6.746268096205223,327,107,4,2,3
7.140380674775388,311,84,0,1,2
6.693494381179019,286,87,3,2,2
9.5870616985057,288,104,3,1,2
6.320934982646569,287,106,4,1,1
8.098045558281019,294,102,2,3,1
7.6415873079586465,267,109,0,4,1
9.929514467634426,275,102,2,2,0
6.448155608672209,295,99,1,2,3
7.591422396182967,289,97,2,3,1
9.877881733101475,277,97,3,3,3
9.46202850357592,261,81,0,3,3
9.26828828379712,308,83,2,5,3
7.031611308179759,336,109,0,5,0
6.683550349560264,263,112,0,5,0
8.674572879697724,334,115,1,1,2
9.717503956510344,266,97,1,2,2
8.22705157205572,333,116,3,4,3
8.2864507578796,298,98,4,1,2
7.119916374641137,272,107,0,2,3
9.077971732767747,290,119,4,2,0
6.7481749942300935,330,99,3,3,0
7.294716945616974,322,112,0,3,0
7.701745754465668,315,91,0,1,1
8.03044151473782,301,94,4,3,3
6.969638929660321,320,118,2,2,0
6.459347298956814,301,81,1,3,3
8.44248016976653,315,108,2,5,2
7.154522212961023,295,89,4,3,2
8.324952885690449,327,81,1,2,0
6.61745086109681,266,90,2,1,3
7.9245604074192695,313,92,1,4,0
8.130357730206343,260,89,0,3,2
6.207294147289708,303,93,2,2,0
7.346417112775683,304,97,1,4,3
6.537658707755897,306,88,1,4,2
6.253499881891071,272,118,1,5,1
9.959840929559782,281,107,2,4,2
7.289415379898892,280,82,3,2,1
9.239497783418539,268,99,2,2,0
7.018562619055055,285,85,4,3,0
8.726010888895717,268,106,2,3,3
9.040911439558746,274,81,1,3,1
8.382554962431378,269,108,0,4,0
7.8863047542006335,301,117,2,4,1
7.647363656589074,331,82,2,5,0
7.395473066171981,283,95,1,3,2
9.718116576991303,339,109,0,1,0
9.322477631150917,308,119,0,5,3
9.860107642666051,285,81,4,1,2
6.4971888939421785,296,96,2,4,3
8.923469900814577,327,91,0,5,2
9.753361827284152,309,114,0,5,1
6.724932264662641,283,80,3,2,3
6.26598506946711,278,94,3,4,0
8.964482597160236,319,105,0,4,1
8.297892452719648,298,116,4,5,0
9.367315107033088,333,100,0,4,2
6.559089506505158,277,110,1,5,2
9.181069247439561,278,104,2,2,0
6.806509280190978,295,102,4,5,0
6.654623771462818,333,103,1,4,1
6.657063191723972,314,117,4,4,0
9.258298880925528,328,107,1,5,3
8.6607888827848,306,100,2,5,3
8.092261699076477,308,97,2,5,0
7.4353219364940095,292,115,3,3,3
9.508802163252433,280,114,1,4,0
7.5697804296905415,281,88,3,4,1
9.266397757886308,307,117,1,3,3
7.756539634280873,296,109,3,5,3
7.50777771769963,274,113,2,2,0
7.850719142678425,294,111,4,5,3
7.205511496656568,330,82,3,5,2
8.990437520705004,291,82,1,3,1
8.010881560369917,270,107,1,4,1
6.928850780587269,269,94,2,5,3
9.598298293098274,332,102,1,4,3
7.535564885492846,337,119,0,1,2
8.174211444455954,336,90,4,4,2
9.625888443858187,316,111,3,2,3
8.496951983655968,284,115,4,2,3
6.467592162833457,261,112,2,5,2
9.7593284944539,323,103,3,4,0
8.51083221228567,294,118,3,5,2
7.3396224586283445,266,113,0,3,0
6.5570882906535495,277,107,2,2,1
9.176100757081183,326,116,1,5,1
8.480291023714054,301,86,0,3,2
8.133844367905287,298,83,0,5,0
9.575570332203831,300,116,4,4,2
9.154388844898122,334,80,4,4,2
6.606699518931005,283,80,4,4,0
7.246888271182193,319,99,0,4,2
6.993956559257863,305,98,1,1,1
8.975785170290708,278,108,3,3,3
6.134129738943118,327,89,4,3,3
8.279558739485266,301,97,1,4,2
9.049834742962762,291,107,2,1,0
9.507062547046997,298,114,4,4,0
7.368326994863629,295,110,3,1,1
9.285029218688052,295,106,2,4,0
6.442526947820829,262,90,2,2,0
